V2,V55
Germany,8
Germany,4
Germany,5
Germany,7
Germany,5
Germany,8
Germany,9
Germany,10
Germany,9
Germany,8
Germany,6
Germany,7
Germany,7
Germany,6
Germany,6
Germany,8
Germany,6
Germany,7
Germany,8
Germany,7
Germany,7
Germany,3
Germany,6
Germany,7
Germany,1
Germany,6
Germany,8
Germany,7
Germany,9
Germany,7
Germany,7
Germany,5
Germany,5
Germany,7
Germany,10
Germany,5
Germany,7
Germany,8
Germany,8
Germany,7
Germany,5
Germany,8
Germany,10
Germany,5
Germany,6
Germany,7
Germany,7
Germany,6
Germany,7
Germany,5
Germany,8
Germany,8
Germany,8
Germany,9
Germany,10
Germany,3
Germany,6
Germany,6
Germany,7
Germany,5
Germany,6
Germany,7
Germany,6
Germany,6
Germany,6
Germany,9
Germany,8
Germany,8
Germany,3
Germany,5
Germany,7
Germany,5
Germany,7
Germany,8
Germany,8
Germany,10
Germany,10
Germany,8
Germany,7
Germany,7
Germany,8
Germany,8
Germany,1
Germany,9
Germany,7
Germany,8
Germany,7
Germany,5
Germany,2
Germany,5
Germany,7
Germany,7
Germany,5
Germany,5
Germany,7
Germany,3
Germany,7
Germany,7
Germany,6
Germany,10
Germany,10
Germany,6
Germany,4
Germany,4
Germany,9
Germany,6
Germany,8
Germany,8
Germany,1
Germany,8
Germany,10
Germany,7
Germany,8
Germany,7
Germany,8
Germany,5
Germany,8
Germany,5
Germany,3
Germany,7
Germany,7
Germany,6
Germany,2
Germany,5
Germany,4
Germany,5
Germany,5
Germany,3
Germany,8
Germany,8
Germany,5
Germany,7
Germany,7
Germany,8
Germany,7
Germany,3
Germany,9
Germany,8
Germany,6
Germany,5
Germany,7
Germany,7
Germany,8
Germany,8
Germany,8
Germany,5
Germany,6
Germany,
Germany,7
Germany,6
Germany,6
Germany,9
Germany,5
Germany,7
Germany,5
Germany,4
Germany,7
Germany,6
Germany,8
Germany,7
Germany,7
Germany,5
Germany,10
Germany,8
Germany,8
Germany,8
Germany,8
Germany,8
Germany,10
Germany,10
Germany,7
Germany,7
Germany,4
Germany,6
Germany,7
Germany,6
Germany,1
Germany,10
Germany,10
Germany,5
Germany,6
Germany,7
Germany,7
Germany,4
Germany,8
Germany,8
Germany,6
Germany,10
Germany,8
Germany,5
Germany,9
Germany,9
Germany,9
Germany,4
Germany,8
Germany,1
Germany,10
Germany,6
Germany,5
Germany,7
Germany,6
Germany,8
Germany,10
Germany,6
Germany,10
Germany,10
Germany,6
Germany,7
Germany,10
Germany,8
Germany,7
Germany,4
Germany,4
Germany,8
Germany,7
Germany,8
Germany,7
Germany,6
Germany,8
Germany,7
Germany,7
Germany,9
Germany,9
Germany,3
Germany,5
Germany,10
Germany,2
Germany,7
Germany,10
Germany,10
Germany,5
Germany,8
Germany,4
Germany,5
Germany,8
Germany,5
Germany,10
Germany,6
Germany,6
Germany,5
Germany,8
Germany,8
Germany,7
Germany,7
Germany,6
Germany,8
Germany,8
Germany,8
Germany,10
Germany,6
Germany,7
Germany,5
Germany,7
Germany,6
Germany,7
Germany,9
Germany,7
Germany,8
Germany,7
Germany,7
Germany,10
Germany,10
Germany,5
Germany,9
Germany,7
Germany,10
Germany,8
Germany,8
Germany,7
Germany,10
Germany,8
Germany,8
Germany,6
Germany,7
Germany,8
Germany,3
Germany,5
Germany,7
Germany,4
Germany,7
Germany,4
Germany,7
Germany,8
Germany,7
Germany,8
Germany,8
Germany,8
Germany,5
Germany,7
Germany,8
Germany,10
Germany,10
Germany,5
Germany,4
Germany,6
Germany,8
Germany,5
Germany,6
Germany,6
Germany,9
Germany,6
Germany,7
Germany,4
Germany,8
Germany,6
Germany,4
Germany,1
Germany,8
Germany,8
Germany,6
Germany,5
Germany,10
Germany,10
Germany,7
Germany,3
Germany,5
Germany,7
Germany,8
Germany,5
Germany,8
Germany,8
Germany,8
Germany,10
Germany,8
Germany,5
Germany,6
Germany,8
Germany,6
Germany,9
Germany,7
Germany,5
Germany,7
Germany,5
Germany,7
Germany,5
Germany,7
Germany,9
Germany,8
Germany,3
Germany,7
Germany,8
Germany,4
Germany,3
Germany,8
Germany,5
Germany,4
Germany,3
Germany,4
Germany,7
Germany,6
Germany,6
Germany,7
Germany,10
Germany,7
Germany,6
Germany,5
Germany,5
Germany,8
Germany,7
Germany,6
Germany,6
Germany,5
Germany,7
Germany,7
Germany,8
Germany,8
Germany,6
Germany,7
Germany,8
Germany,4
Germany,7
Germany,8
Germany,7
Germany,10
Germany,5
Germany,7
Germany,4
Germany,5
Germany,7
Germany,7
Germany,5
Germany,10
Germany,7
Germany,5
Germany,4
Germany,6
Germany,5
Germany,5
Germany,5
Germany,5
Germany,5
Germany,8
Germany,5
Germany,4
Germany,6
Germany,5
Germany,5
Germany,5
Germany,5
Germany,10
Germany,10
Germany,10
Germany,1
Germany,10
Germany,6
Germany,7
Germany,8
Germany,7
Germany,10
Germany,7
Germany,10
Germany,4
Germany,5
Germany,4
Germany,5
Germany,9
Germany,7
Germany,7
Germany,9
Germany,5
Germany,8
Germany,8
Germany,10
Germany,6
Germany,8
Germany,8
Germany,5
Germany,10
Germany,10
Germany,5
Germany,10
Germany,10
Germany,6
Germany,5
Germany,5
Germany,4
Germany,7
Germany,8
Germany,6
Germany,5
Germany,8
Germany,7
Germany,8
Germany,7
Germany,8
Germany,7
Germany,8
Germany,8
Germany,8
Germany,10
Germany,7
Germany,7
Germany,7
Germany,6
Germany,6
Germany,8
Germany,5
Germany,5
Germany,5
Germany,9
Germany,8
Germany,10
Germany,10
Germany,8
Germany,8
Germany,10
Germany,8
Germany,8
Germany,5
Germany,7
Germany,6
Germany,8
Germany,4
Germany,10
Germany,10
Germany,10
Germany,10
Germany,9
Germany,6
Germany,10
Germany,5
Germany,9
Germany,6
Germany,6
Germany,6
Germany,7
Germany,9
Germany,10
Germany,7
Germany,4
Germany,9
Germany,6
Germany,10
Germany,8
Germany,8
Germany,8
Germany,5
Germany,6
Germany,8
Germany,7
Germany,7
Germany,7
Germany,7
Germany,9
Germany,5
Germany,7
Germany,9
Germany,5
Germany,4
Germany,3
Germany,6
Germany,8
Germany,7
Germany,8
Germany,10
Germany,8
Germany,7
Germany,7
Germany,6
Germany,7
Germany,7
Germany,8
Germany,7
Germany,9
Germany,8
Germany,8
Germany,6
Germany,8
Germany,7
Germany,5
Germany,8
Germany,8
Germany,7
Germany,6
Germany,8
Germany,8
Germany,10
Germany,8
Germany,7
Germany,9
Germany,5
Germany,8
Germany,9
Germany,6
Germany,5
Germany,8
Germany,10
Germany,5
Germany,9
Germany,6
Germany,10
Germany,7
Germany,8
Germany,6
Germany,7
Germany,3
Germany,7
Germany,5
Germany,6
Germany,5
Germany,8
Germany,7
Germany,8
Germany,5
Germany,9
Germany,10
Germany,10
Germany,9
Germany,5
Germany,7
Germany,3
Germany,4
Germany,8
Germany,5
Germany,7
Germany,8
Germany,10
Germany,8
Germany,5
Germany,7
Germany,8
Germany,10
Germany,8
Germany,7
Germany,7
Germany,10
Germany,7
Germany,6
Germany,6
Germany,6
Germany,8
Germany,3
Germany,7
Germany,6
Germany,7
Germany,10
Germany,10
Germany,10
Germany,10
Germany,10
Germany,9
Germany,9
Germany,10
Germany,10
Germany,9
Germany,10
Germany,10
Germany,5
Germany,10
Germany,10
Germany,8
Germany,8
Germany,5
Germany,10
Germany,7
Germany,5
Germany,7
Germany,6
Germany,7
Germany,7
Germany,6
Germany,8
Germany,7
Germany,10
Germany,7
Germany,8
Germany,7
Germany,4
Germany,4
Germany,5
Germany,5
Germany,9
Germany,6
Germany,5
Germany,7
Germany,6
Germany,7
Germany,8
Germany,8
Germany,8
Germany,8
Germany,10
Germany,10
Germany,10
Germany,8
Germany,10
Germany,10
Germany,10
Germany,10
Germany,8
Germany,10
Germany,8
Germany,10
Germany,10
Germany,9
Germany,2
Germany,9
Germany,10
Germany,3
Germany,10
Germany,8
Germany,10
Germany,2
Germany,10
Germany,5
Germany,7
Germany,5
Germany,9
Germany,7
Germany,7
Germany,5
Germany,7
Germany,7
Germany,5
Germany,5
Germany,6
Germany,5
Germany,5
Germany,6
Germany,7
Germany,5
Germany,
Germany,5
Germany,5
Germany,8
Germany,8
Germany,8
Germany,4
Germany,8
Germany,5
Germany,4
Germany,8
Germany,4
Germany,2
Germany,7
Germany,5
Germany,4
Germany,5
Germany,5
Germany,8
Germany,7
Germany,1
Germany,5
Germany,1
Germany,8
Germany,8
Germany,6
Germany,9
Germany,9
Germany,6
Germany,8
Germany,8
Germany,8
Germany,5
Germany,5
Germany,7
Germany,5
Germany,5
Germany,5
Germany,8
Germany,5
Germany,9
Germany,7
Germany,8
Germany,4
Germany,9
Germany,5
Germany,8
Germany,7
Germany,3
Germany,7
Germany,7
Germany,5
Germany,5
Germany,7
Germany,3
Germany,5
Germany,6
Germany,6
Germany,5
Germany,4
Germany,10
Germany,8
Germany,4
Germany,10
Germany,7
Germany,10
Germany,10
Germany,2
Germany,7
Germany,7
Germany,5
Germany,10
Germany,10
Germany,7
Germany,3
Germany,10
Germany,6
Germany,10
Germany,5
Germany,10
Germany,6
Germany,6
Germany,10
Germany,4
Germany,7
Germany,10
Germany,8
Germany,7
Germany,6
Germany,6
Germany,5
Germany,7
Germany,4
Germany,5
Germany,10
Germany,10
Germany,7
Germany,3
Germany,10
Germany,5
Germany,5
Germany,10
Germany,9
Germany,1
Germany,10
Germany,8
Germany,9
Germany,10
Germany,8
Germany,5
Germany,7
Germany,10
Germany,5
Germany,10
Germany,9
Germany,10
Germany,5
Germany,7
Germany,7
Germany,5
Germany,9
Germany,5
Germany,7
Germany,9
Germany,4
Germany,8
Germany,7
Germany,7
Germany,3
Germany,6
Germany,7
Germany,10
Germany,10
Germany,10
Germany,9
Germany,10
Germany,10
Germany,10
Germany,10
Germany,10
Germany,9
Germany,9
Germany,6
Germany,3
Germany,8
Germany,4
Germany,8
Germany,4
Germany,10
Germany,7
Germany,8
Germany,8
Germany,3
Germany,8
Germany,9
Germany,9
Germany,5
Germany,3
Germany,7
Germany,4
Germany,5
Germany,6
Germany,10
Germany,10
Germany,8
Germany,5
Germany,6
Germany,10
Germany,10
Germany,6
Germany,7
Germany,3
Germany,7
Germany,7
Germany,10
Germany,10
Germany,10
Germany,9
Germany,5
Germany,5
Germany,10
Germany,10
Germany,9
Germany,10
Germany,10
Germany,10
Germany,10
Germany,8
Germany,10
Germany,10
Germany,8
Germany,5
Germany,4
Germany,8
Germany,8
Germany,8
Germany,8
Germany,5
Germany,7
Germany,5
Germany,10
Germany,9
Germany,5
Germany,5
Germany,8
Germany,8
Germany,10
Germany,8
Germany,5
Germany,6
Germany,7
Germany,7
Germany,8
Germany,7
Germany,10
Germany,7
Germany,6
Germany,6
Germany,7
Germany,7
Germany,6
Germany,8
Germany,6
Germany,7
Germany,5
Germany,8
Germany,5
Germany,5
Germany,1
Germany,10
Germany,3
Germany,5
Germany,4
Germany,4
Germany,7
Germany,7
Germany,7
Germany,4
Germany,6
Germany,6
Germany,6
Germany,4
Germany,6
Germany,7
Germany,5
Germany,5
Germany,8
Germany,8
Germany,8
Germany,5
Germany,10
Germany,5
Germany,7
Germany,8
Germany,7
Germany,2
Germany,5
Germany,5
Germany,8
Germany,8
Germany,9
Germany,10
Germany,10
Germany,8
Germany,10
Germany,10
Germany,10
Germany,3
Germany,7
Germany,10
Germany,5
Germany,5
Germany,6
Germany,7
Germany,10
Germany,7
Germany,7
Germany,5
Germany,9
Germany,5
Germany,5
Germany,3
Germany,6
Germany,8
Germany,6
Germany,8
Germany,5
Germany,7
Germany,6
Germany,10
Germany,10
Germany,5
Germany,9
Germany,7
Germany,9
Germany,8
Germany,10
Germany,10
Germany,8
Germany,9
Germany,2
Germany,10
Germany,8
Germany,10
Germany,9
Germany,10
Germany,10
Germany,10
Germany,4
Germany,5
Germany,8
Germany,10
Germany,8
Germany,5
Germany,7
Germany,10
Germany,8
Germany,10
Germany,8
Germany,10
Germany,5
Germany,8
Germany,8
Germany,10
Germany,7
Germany,5
Germany,6
Germany,10
Germany,6
Germany,7
Germany,7
Germany,8
Germany,5
Germany,5
Germany,6
Germany,7
Germany,10
Germany,8
Germany,8
Germany,7
Germany,8
Germany,4
Germany,7
Germany,10
Germany,6
Germany,10
Germany,10
Germany,9
Germany,7
Germany,10
Germany,6
Germany,8
Germany,9
Germany,5
Germany,10
Germany,7
Germany,10
Germany,6
Germany,6
Germany,8
Germany,8
Germany,10
Germany,9
Germany,10
Germany,10
Germany,8
Germany,7
Germany,10
Germany,10
Germany,5
Germany,8
Germany,7
Germany,8
Germany,7
Germany,5
Germany,10
Germany,10
Germany,6
Germany,6
Germany,7
Germany,5
Germany,8
Germany,6
Germany,7
Germany,5
Germany,5
Germany,5
Germany,4
Germany,7
Germany,7
Germany,5
Germany,6
Germany,3
Germany,4
Germany,5
Germany,3
Germany,6
Germany,10
Germany,5
Germany,7
Germany,8
Germany,8
Germany,7
Germany,9
Germany,1
Germany,1
Germany,6
Germany,7
Germany,8
Germany,6
Germany,6
Germany,4
Germany,7
Germany,5
Germany,7
Germany,8
Germany,4
Germany,9
Germany,6
Germany,5
Germany,7
Germany,5
Germany,5
Germany,7
Germany,8
Germany,8
Germany,5
Germany,6
Germany,3
Germany,8
Germany,7
Germany,8
Germany,7
Germany,8
Germany,7
Germany,8
Germany,3
Germany,10
Germany,8
Germany,5
Germany,10
Germany,5
Germany,7
Germany,10
Germany,3
Germany,5
Germany,5
Germany,8
Germany,7
Germany,6
Germany,8
Germany,7
Germany,4
Germany,4
Germany,5
Germany,8
Germany,7
Germany,10
Germany,7
Germany,5
Germany,10
Germany,7
Germany,10
Germany,7
Germany,7
Germany,4
Germany,4
Germany,3
Germany,3
Germany,5
Germany,8
Germany,7
Germany,5
Germany,8
Germany,8
Germany,5
Germany,7
Germany,10
Germany,6
Germany,5
Germany,6
Germany,5
Germany,7
Germany,5
Germany,5
Germany,5
Germany,
Germany,10
Germany,8
Germany,8
Germany,8
Germany,6
Germany,6
Germany,2
Germany,8
Germany,5
Germany,6
Germany,2
Germany,6
Germany,9
Germany,9
Germany,9
Germany,6
Germany,7
Germany,10
Germany,6
Germany,7
Germany,6
Germany,6
Germany,8
Germany,8
Germany,6
Germany,7
Germany,8
Germany,7
Germany,5
Germany,4
Germany,3
Germany,6
Germany,2
Germany,5
Germany,5
Germany,4
Germany,2
Germany,7
Germany,2
Germany,4
Germany,1
Germany,5
Germany,3
Germany,4
Germany,5
Germany,4
Germany,10
Germany,8
Germany,10
Germany,6
Germany,8
Germany,8
Germany,10
Germany,10
Germany,10
Germany,10
Germany,7
Germany,10
Germany,8
Germany,10
Germany,10
Germany,10
Germany,10
Germany,10
Germany,6
Germany,7
Germany,7
Germany,6
Germany,5
Germany,8
Germany,6
Germany,6
Germany,6
Germany,5
Germany,2
Germany,8
Germany,3
Germany,8
Germany,8
Germany,9
Germany,9
Germany,8
Germany,8
Germany,9
Germany,5
Germany,8
Germany,8
Germany,10
Germany,5
Germany,8
Germany,5
Germany,4
Germany,8
Germany,5
Germany,9
Germany,7
Germany,7
Germany,8
Germany,8
Germany,8
Germany,4
Germany,7
Germany,8
Germany,7
Germany,7
Germany,7
Germany,8
Germany,7
Germany,7
Germany,7
Germany,7
Germany,8
Germany,7
Germany,5
Germany,5
Germany,5
Germany,5
Germany,9
Germany,6
Germany,3
Germany,7
Germany,7
Germany,5
Germany,6
Germany,10
Germany,5
Germany,7
Germany,8
Germany,10
Germany,8
Germany,10
Germany,5
Germany,
Germany,7
Germany,5
Germany,6
Germany,6
Germany,7
Germany,6
Germany,6
Germany,9
Germany,7
Germany,8
Germany,10
Germany,8
Germany,6
Germany,10
Germany,10
Germany,8
Germany,8
Germany,8
Germany,10
Germany,8
Germany,8
Germany,7
Germany,5
Germany,8
Germany,4
Germany,5
Germany,9
Germany,9
Germany,8
Germany,8
Germany,9
Germany,7
Germany,8
Germany,3
Germany,3
Germany,7
Germany,4
Germany,7
Germany,4
Germany,5
Germany,8
Germany,8
Germany,5
Germany,7
Germany,9
Germany,5
Germany,10
Germany,8
Germany,10
Germany,8
Germany,4
Germany,2
Germany,9
Germany,7
Germany,7
Germany,5
Germany,4
Germany,5
Germany,1
Germany,5
Germany,5
Germany,5
Germany,8
Germany,6
Germany,6
Germany,2
Germany,5
Germany,5
Germany,5
Germany,4
Germany,2
Germany,10
Germany,10
Germany,7
Germany,1
Germany,7
Germany,1
Germany,7
Germany,8
Germany,3
Germany,6
Germany,10
Germany,3
Germany,3
Germany,8
Germany,8
Germany,5
Germany,5
Germany,5
Germany,2
Germany,3
Germany,7
Germany,5
Germany,6
Germany,6
Germany,6
Germany,8
Germany,10
Germany,4
Germany,6
Germany,7
Germany,8
Germany,6
Germany,9
Germany,8
Germany,7
Germany,8
Germany,8
Germany,9
Germany,8
Germany,7
Germany,6
Germany,7
Germany,7
Germany,5
Germany,8
Germany,8
Germany,7
Germany,6
Germany,SG: Missing; DE:Inapplicable; RU: Inappropriate response{Ina
Germany,10
Germany,7
Germany,7
Germany,8
Germany,9
Germany,6
Germany,10
Germany,7
Germany,8
Germany,7
Germany,5
Germany,6
Germany,8
Germany,8
Germany,5
Germany,10
Germany,5
Germany,10
Germany,5
Germany,7
Germany,4
Germany,4
Germany,6
Germany,6
Germany,10
Germany,2
Germany,4
Germany,7
Germany,7
Germany,6
Germany,5
Germany,6
Germany,3
Germany,8
Germany,10
Germany,10
Germany,6
Germany,6
Germany,10
Germany,7
Germany,6
Germany,8
Germany,8
Germany,8
Germany,10
Germany,7
Germany,7
Germany,7
Germany,10
Germany,9
Germany,4
Germany,7
Germany,10
Germany,1
Germany,7
Germany,10
Germany,9
Germany,8
Germany,7
Germany,7
Germany,8
Germany,3
Germany,9
Germany,6
Germany,9
Germany,7
Germany,4
Germany,8
Germany,10
Germany,10
Germany,7
Germany,6
Germany,5
Germany,7
Germany,8
Germany,6
Germany,7
Germany,8
Germany,3
Germany,9
Germany,9
Germany,3
Germany,7
Germany,8
Germany,10
Germany,8
Germany,8
Germany,6
Germany,6
Germany,5
Germany,6
Germany,6
Germany,7
Germany,8
Germany,6
Germany,6
Germany,6
Germany,7
Germany,6
Germany,9
Germany,10
Germany,8
Germany,8
Germany,2
Germany,9
Germany,3
Germany,9
Germany,8
Germany,5
Germany,7
Germany,7
Germany,10
Germany,5
Germany,9
Germany,7
Germany,4
Germany,7
Germany,4
Germany,7
Germany,5
Germany,8
Germany,3
Germany,7
Germany,6
Germany,9
Germany,7
Germany,8
Germany,8
Germany,5
Germany,6
Germany,8
Germany,6
Germany,6
Germany,5
Germany,8
Germany,6
Germany,6
Germany,7
Germany,8
Germany,9
Germany,8
Germany,8
Germany,7
Germany,6
Germany,7
Germany,8
Germany,7
Germany,7
Germany,8
Germany,6
Germany,7
Germany,5
Germany,6
Germany,5
Germany,7
Germany,7
Germany,8
Germany,3
Germany,8
Germany,8
Germany,8
Germany,9
Germany,10
Germany,10
Germany,9
Germany,10
Germany,
Germany,9
Germany,5
Germany,6
Germany,8
Germany,10
Germany,8
Germany,9
Germany,7
Germany,8
Germany,6
Germany,7
Germany,8
Germany,8
Germany,7
Germany,6
Germany,8
Germany,7
Germany,7
Germany,9
Germany,4
Germany,5
Germany,4
Germany,5
Germany,5
Germany,7
Germany,8
Germany,8
Germany,7
Germany,10
Germany,8
Germany,10
Germany,9
Germany,7
Germany,10
Germany,10
Germany,8
Germany,10
Germany,10
Germany,10
Germany,10
Germany,8
Germany,7
Germany,8
Germany,8
Germany,3
Germany,6
Germany,6
Germany,7
Germany,7
Germany,7
Germany,10
Germany,10
Germany,6
Germany,7
Germany,5
Germany,7
Germany,9
Germany,5
Germany,7
Germany,6
Germany,8
Germany,9
Germany,10
Germany,5
Germany,5
Germany,8
Germany,
Germany,7
Germany,9
Germany,7
Germany,9
Germany,8
Germany,7
Germany,8
Germany,10
Germany,10
Germany,6
Germany,8
Germany,8
Germany,10
Germany,6
Germany,7
Germany,8
Germany,10
Germany,9
Germany,6
Germany,7
Germany,7
Germany,6
Germany,7
Germany,6
Germany,8
Germany,7
Germany,8
Germany,7
Germany,7
Germany,8
Germany,6
Germany,7
Germany,6
Germany,7
Germany,8
Germany,9
Germany,9
Germany,8
Germany,7
Germany,7
Germany,8
Germany,7
Germany,7
Germany,6
Germany,6
Germany,4
Germany,7
Germany,5
Germany,7
Germany,8
Germany,8
Germany,7
Germany,5
Germany,10
Germany,10
Germany,10
Germany,10
Germany,8
Germany,8
Germany,10
Germany,7
Germany,7
Germany,4
Ghana,7
Ghana,9
Ghana,10
Ghana,8
Ghana,2
Ghana,6
Ghana,6
Ghana,4
Ghana,8
Ghana,10
Ghana,9
Ghana,8
Ghana,5
Ghana,9
Ghana,8
Ghana,8
Ghana,7
Ghana,10
Ghana,8
Ghana,10
Ghana,5
Ghana,10
Ghana,10
Ghana,10
Ghana,5
Ghana,10
Ghana,5
Ghana,8
Ghana,9
Ghana,10
Ghana,6
Ghana,9
Ghana,10
Ghana,9
Ghana,9
Ghana,10
Ghana,7
Ghana,8
Ghana,10
Ghana,7
Ghana,5
Ghana,8
Ghana,8
Ghana,8
Ghana,8
Ghana,6
Ghana,7
Ghana,8
Ghana,8
Ghana,6
Ghana,7
Ghana,7
Ghana,8
Ghana,10
Ghana,8
Ghana,6
Ghana,6
Ghana,6
Ghana,5
Ghana,6
Ghana,6
Ghana,8
Ghana,10
Ghana,9
Ghana,8
Ghana,7
Ghana,9
Ghana,10
Ghana,6
Ghana,10
Ghana,8
Ghana,9
Ghana,9
Ghana,6
Ghana,7
Ghana,8
Ghana,9
Ghana,5
Ghana,10
Ghana,9
Ghana,5
Ghana,7
Ghana,7
Ghana,10
Ghana,8
Ghana,10
Ghana,9
Ghana,8
Ghana,7
Ghana,5
Ghana,8
Ghana,6
Ghana,8
Ghana,4
Ghana,5
Ghana,8
Ghana,6
Ghana,10
Ghana,10
Ghana,6
Ghana,8
Ghana,9
Ghana,10
Ghana,10
Ghana,10
Ghana,9
Ghana,4
Ghana,8
Ghana,9
Ghana,5
Ghana,8
Ghana,9
Ghana,8
Ghana,6
Ghana,5
Ghana,10
Ghana,10
Ghana,6
Ghana,10
Ghana,8
Ghana,8
Ghana,6
Ghana,6
Ghana,7
Ghana,8
Ghana,10
Ghana,4
Ghana,10
Ghana,10
Ghana,9
Ghana,2
Ghana,8
Ghana,7
Ghana,9
Ghana,10
Ghana,9
Ghana,9
Ghana,9
Ghana,6
Ghana,9
Ghana,7
Ghana,8
Ghana,9
Ghana,5
Ghana,8
Ghana,8
Ghana,7
Ghana,8
Ghana,7
Ghana,7
Ghana,7
Ghana,6
Ghana,9
Ghana,8
Ghana,9
Ghana,8
Ghana,8
Ghana,10
Ghana,10
Ghana,8
Ghana,9
Ghana,7
Ghana,6
Ghana,8
Ghana,9
Ghana,8
Ghana,9
Ghana,8
Ghana,8
Ghana,7
Ghana,8
Ghana,10
Ghana,8
Ghana,9
Ghana,9
Ghana,7
Ghana,8
Ghana,5
Ghana,9
Ghana,8
Ghana,9
Ghana,6
Ghana,10
Ghana,8
Ghana,10
Ghana,10
Ghana,4
Ghana,7
Ghana,8
Ghana,5
Ghana,10
Ghana,8
Ghana,8
Ghana,8
Ghana,2
Ghana,8
Ghana,8
Ghana,8
Ghana,6
Ghana,10
Ghana,9
Ghana,9
Ghana,10
Ghana,8
Ghana,8
Ghana,5
Ghana,6
Ghana,8
Ghana,8
Ghana,10
Ghana,8
Ghana,8
Ghana,10
Ghana,8
Ghana,7
Ghana,9
Ghana,8
Ghana,8
Ghana,10
Ghana,10
Ghana,9
Ghana,8
Ghana,7
Ghana,5
Ghana,8
Ghana,5
Ghana,8
Ghana,6
Ghana,7
Ghana,8
Ghana,10
Ghana,10
Ghana,8
Ghana,9
Ghana,9
Ghana,8
Ghana,8
Ghana,8
Ghana,7
Ghana,8
Ghana,9
Ghana,5
Ghana,7
Ghana,8
Ghana,8
Ghana,8
Ghana,10
Ghana,7
Ghana,10
Ghana,10
Ghana,8
Ghana,8
Ghana,8
Ghana,8
Ghana,8
Ghana,8
Ghana,7
Ghana,7
Ghana,4
Ghana,9
Ghana,6
Ghana,10
Ghana,8
Ghana,10
Ghana,4
Ghana,9
Ghana,10
Ghana,5
Ghana,6
Ghana,8
Ghana,10
Ghana,10
Ghana,8
Ghana,9
Ghana,6
Ghana,10
Ghana,8
Ghana,8
Ghana,6
Ghana,5
Ghana,7
Ghana,7
Ghana,6
Ghana,8
Ghana,8
Ghana,7
Ghana,7
Ghana,5
Ghana,5
Ghana,7
Ghana,8
Ghana,7
Ghana,3
Ghana,8
Ghana,5
Ghana,6
Ghana,3
Ghana,6
Ghana,6
Ghana,6
Ghana,6
Ghana,7
Ghana,9
Ghana,7
Ghana,8
Ghana,10
Ghana,7
Ghana,8
Ghana,10
Ghana,8
Ghana,1
Ghana,9
Ghana,7
Ghana,7
Ghana,9
Ghana,10
Ghana,8
Ghana,10
Ghana,8
Ghana,6
Ghana,7
Ghana,7
Ghana,9
Ghana,5
Ghana,7
Ghana,8
Ghana,7
Ghana,8
Ghana,8
Ghana,4
Ghana,3
Ghana,6
Ghana,6
Ghana,7
Ghana,7
Ghana,8
Ghana,7
Ghana,8
Ghana,8
Ghana,6
Ghana,9
Ghana,5
Ghana,4
Ghana,8
Ghana,9
Ghana,7
Ghana,2
Ghana,4
Ghana,10
Ghana,7
Ghana,7
Ghana,4
Ghana,9
Ghana,8
Ghana,9
Ghana,5
Ghana,4
Ghana,8
Ghana,6
Ghana,6
Ghana,1
Ghana,9
Ghana,8
Ghana,8
Ghana,8
Ghana,8
Ghana,5
Ghana,3
Ghana,8
Ghana,9
Ghana,6
Ghana,8
Ghana,7
Ghana,8
Ghana,9
Ghana,8
Ghana,9
Ghana,8
Ghana,8
Ghana,6
Ghana,7
Ghana,6
Ghana,4
Ghana,8
Ghana,6
Ghana,6
Ghana,5
Ghana,3
Ghana,5
Ghana,8
Ghana,8
Ghana,4
Ghana,1
Ghana,3
Ghana,8
Ghana,8
Ghana,8
Ghana,9
Ghana,9
Ghana,7
Ghana,8
Ghana,7
Ghana,7
Ghana,7
Ghana,4
Ghana,4
Ghana,6
Ghana,7
Ghana,6
Ghana,5
Ghana,8
Ghana,7
Ghana,7
Ghana,7
Ghana,8
Ghana,5
Ghana,9
Ghana,4
Ghana,8
Ghana,5
Ghana,5
Ghana,7
Ghana,7
Ghana,7
Ghana,6
Ghana,8
Ghana,9
Ghana,10
Ghana,9
Ghana,9
Ghana,10
Ghana,6
Ghana,8
Ghana,10
Ghana,8
Ghana,10
Ghana,3
Ghana,9
Ghana,10
Ghana,10
Ghana,10
Ghana,8
Ghana,10
Ghana,7
Ghana,10
Ghana,3
Ghana,8
Ghana,8
Ghana,10
Ghana,8
Ghana,8
Ghana,8
Ghana,9
Ghana,7
Ghana,9
Ghana,10
Ghana,10
Ghana,10
Ghana,5
Ghana,8
Ghana,5
Ghana,9
Ghana,10
Ghana,9
Ghana,9
Ghana,10
Ghana,9
Ghana,9
Ghana,9
Ghana,7
Ghana,10
Ghana,8
Ghana,8
Ghana,8
Ghana,3
Ghana,10
Ghana,10
Ghana,8
Ghana,8
Ghana,5
Ghana,9
Ghana,9
Ghana,8
Ghana,8
Ghana,9
Ghana,10
Ghana,8
Ghana,9
Ghana,10
Ghana,10
Ghana,7
Ghana,8
Ghana,9
Ghana,6
Ghana,10
Ghana,10
Ghana,8
Ghana,7
Ghana,10
Ghana,9
Ghana,9
Ghana,10
Ghana,7
Ghana,5
Ghana,8
Ghana,10
Ghana,8
Ghana,1
Ghana,9
Ghana,7
Ghana,5
Ghana,5
Ghana,8
Ghana,7
Ghana,8
Ghana,8
Ghana,7
Ghana,8
Ghana,8
Ghana,8
Ghana,10
Ghana,10
Ghana,9
